Song,Artist,query_idx,channel_artist_same,video_title,video_channel,video_url
Lautlos feat. Voice & Musicians of the 17 Hippies (Radio Edit),!Dela Dap,1,False,gambling girl,deladap,https://www.youtube.com/watch?v=82Rz8SOeNW0
Lautlos feat. Voice & Musicians of the 17 Hippies (Radio Edit),!Dela Dap,2,False,[dunkelbunt] - n.d.w.,dunkelbunt music,https://www.youtube.com/watch?v=VA7tWHqN0mw
Imar Aven,!Dela Dap,0,False,imar aven,deladap - topic,https://www.youtube.com/watch?v=Qa5biDQAI5I
Imar Aven,!Dela Dap,2,False,07  !deladap    imar aven 0,balkanfanmusic,https://www.youtube.com/watch?v=y2QULX_l3EA
Imar Aven,!Dela Dap,3,False,dirty jazz,deladap - topic,https://www.youtube.com/watch?v=sjzNtDG8YR8
Imar Aven,!Dela Dap,4,False,imar aven,cappu ccino,https://www.youtube.com/watch?v=4hUDdoys86w
Imar Aven,!Dela Dap,6,False,deladap,delmagyaronline,https://www.youtube.com/watch?v=60BKcrs5z70
Imar Aven,!Dela Dap,7,False,!deladap - vandorlovura,rollo h,https://www.youtube.com/watch?v=jENZKPZZrog
Imar Aven,!Dela Dap,8,False,imar avel,mclovin24ful,https://www.youtube.com/watch?v=ZP791G2vsGc
Imar Aven,!Dela Dap,9,False,dživ lačes-imar aven imar vakeren,david kandráč,https://www.youtube.com/watch?v=E_i6AYtOXOs
Chachimo,!Dela Dap,0,False,chachimo,deladap,https://www.youtube.com/watch?v=4eEqZHRam2w
Chachimo,!Dela Dap,7,False,deladap - cherhaya,akın pamir,https://www.youtube.com/watch?v=xFvOmOdp0m4
Chachimo,!Dela Dap,8,False,le shin,deladap,https://www.youtube.com/watch?v=zqPzfiWclkQ
Chachimo,!Dela Dap,9,False,deladap - le shin,vvygintas,https://www.youtube.com/watch?v=t_QVHrKeb3w
Demovast,!Dela Dap,0,False,demo vast,deladap,https://www.youtube.com/watch?v=EhY7-psfRT0
Demovast,!Dela Dap,2,False,03 - (!dela dap) demovast,yadamaa,https://www.youtube.com/watch?v=8l0XxLop6n8
Demovast,!Dela Dap,3,False,demovast,heide a,https://www.youtube.com/watch?v=yWk3u7zVQbM
Demovast,!Dela Dap,4,False,deladap,delmagyaronline,https://www.youtube.com/watch?v=60BKcrs5z70
Demovast,!Dela Dap,9,False,dela dap - spain e blaka,mariví a.,https://www.youtube.com/watch?v=uItpZSLQKFs
Vandorlovura,!Dela Dap,0,False,!deladap - vandorlovura,sakiskom2,https://www.youtube.com/watch?v=j-wJ45tJuFw
Vandorlovura,!Dela Dap,1,False,!deladap - vandorlovura,rollo h,https://www.youtube.com/watch?v=jENZKPZZrog
Vandorlovura,!Dela Dap,2,False,vandorlovura,deladap,https://www.youtube.com/watch?v=VdjSulM3aoI
Vandorlovura,!Dela Dap,5,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
Vandorlovura,!Dela Dap,6,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Vandorlovura,!Dela Dap,7,False,!deladap - zsa manca,iloveuniquemusic,https://www.youtube.com/watch?v=5HK01iehGLI
Vandorlovura,!Dela Dap,9,False,gi,deladap,https://www.youtube.com/watch?v=gIogQx2u9ug
Star Najengo,!Dela Dap,0,False,!deladap - star najengo,kulturea,https://www.youtube.com/watch?v=H5D9CNp5xMg
Star Najengo,!Dela Dap,1,False,deladap - star najengo  ( 2005 ),jm leta,https://www.youtube.com/watch?v=_S35z75ESMU
Star Najengo,!Dela Dap,3,False,"звездная коллекция. музыка !deladap, melinda stoika, tibor barkoczy, stani vana – star najengo",abstract tv 📺,https://www.youtube.com/watch?v=Iqawt9lArLA
Star Najengo,!Dela Dap,4,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
Star Najengo,!Dela Dap,5,False,angelo,deladap,https://www.youtube.com/watch?v=6_2fVjrAf5w
Star Najengo,!Dela Dap,6,False,!deladap - angelo,efmedia light,https://www.youtube.com/watch?v=7C6fQpm5iwc
Star Najengo,!Dela Dap,7,False,!deladap   go go zsa zsa,romani - popular music,https://www.youtube.com/watch?v=jWpDzebm54A
Le Shin,!Dela Dap,0,False,deladap - le shin,vvygintas,https://www.youtube.com/watch?v=t_QVHrKeb3w
Le Shin,!Dela Dap,1,False,le shin,deladap,https://www.youtube.com/watch?v=zqPzfiWclkQ
Le Shin,!Dela Dap,2,False,deladap   le shin,romani - popular music,https://www.youtube.com/watch?v=zePIAVAX9ww
Le Shin,!Dela Dap,3,False,!deladap  - le shin (delahouse) - prod. majesticbeats,florika botos,https://www.youtube.com/watch?v=f6FAwtgDvDo
Le Shin,!Dela Dap,4,False,jeg tan,deladap,https://www.youtube.com/watch?v=JdZX_cf6T9w
Le Shin,!Dela Dap,5,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
Le Shin,!Dela Dap,6,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
Le Shin,!Dela Dap,7,False,deladap - goldreggen,alen dzambic,https://www.youtube.com/watch?v=EjYqU0F-G3I
GI,!Dela Dap,0,False,gi,deladap,https://www.youtube.com/watch?v=gIogQx2u9ug
GI,!Dela Dap,1,False,deladap - gi,no limit soul,https://www.youtube.com/watch?v=uf9O6AD2yEQ
GI,!Dela Dap,5,False,deladap-goldreggen,maría fernanda,https://www.youtube.com/watch?v=L9OvdZYjdnQ
GI,!Dela Dap,6,False,deladap   milaij,bazylka 69,https://www.youtube.com/watch?v=wGfMAaVbmc8
GI,!Dela Dap,8,False,deladap - jeg tan,titjos1985,https://www.youtube.com/watch?v=1fagZ8FU-bs
Cigani,!Dela Dap,0,False,cigani,deladap,https://www.youtube.com/watch?v=1dO0mr6jMV4
Cigani,!Dela Dap,1,False,!deladap - vandorlovura,sakiskom2,https://www.youtube.com/watch?v=j-wJ45tJuFw
Cigani,!Dela Dap,2,False,gi,deladap,https://www.youtube.com/watch?v=gIogQx2u9ug
Cigani,!Dela Dap,3,False,vandorlovura,deladap,https://www.youtube.com/watch?v=VdjSulM3aoI
Cigani,!Dela Dap,4,False,deladap - gi,no limit soul,https://www.youtube.com/watch?v=uf9O6AD2yEQ
Cigani,!Dela Dap,6,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Cigani,!Dela Dap,7,False,!deladap - zsa manca,iloveuniquemusic,https://www.youtube.com/watch?v=5HK01iehGLI
Cigani,!Dela Dap,8,False,!deladap - vandorlovura,rollo h,https://www.youtube.com/watch?v=jENZKPZZrog
Cigani,!Dela Dap,9,False,!deladap - star najengo,kulturea,https://www.youtube.com/watch?v=H5D9CNp5xMg
Amaro Shavo (N.O.H.A. Remix),!Dela Dap,4,False,amaro shavo,deladap,https://www.youtube.com/watch?v=U5EbmIPQJPE
Amaro Shavo (N.O.H.A. Remix),!Dela Dap,6,False,!deladap - ave shavo sas  (2006),panagiotis skamnakis,https://www.youtube.com/watch?v=JP8b9GHe2Ss
Millaj,!Dela Dap,0,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
Millaj,!Dela Dap,2,False,dela dap (the song),deladap,https://www.youtube.com/watch?v=R2rW1jf9zBQ
Millaj,!Dela Dap,4,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Millaj,!Dela Dap,9,False,deladap - cherhaya,akın pamir,https://www.youtube.com/watch?v=xFvOmOdp0m4
Angelo,!Dela Dap,1,False,!deladap - angelo,efmedia light,https://www.youtube.com/watch?v=7C6fQpm5iwc
Angelo,!Dela Dap,5,False,!deladap – angelo,al kis,https://www.youtube.com/watch?v=bL-ajyb7yFk
Angelo,!Dela Dap,7,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
Angelo,!Dela Dap,8,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
Zsa Manca (Radio Version),!Dela Dap,1,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Zsa Manca (Radio Version),!Dela Dap,2,False,!deladap - zsa manca,iloveuniquemusic,https://www.youtube.com/watch?v=5HK01iehGLI
Zsa Manca (Radio Version),!Dela Dap,5,False,dela dap (the song),deladap,https://www.youtube.com/watch?v=R2rW1jf9zBQ
Zsa Manca (Radio Version),!Dela Dap,6,False,!deladap   zsa manca,csupory ladislav,https://www.youtube.com/watch?v=fFmOtsc-Sjw
Zsa Manca (Radio Version),!Dela Dap,8,False,örömtánc deladap! zsa manca,damuvikc,https://www.youtube.com/watch?v=_xOmGR1icW4
Pen Mange,!Dela Dap,0,False,how to unclog your 510 vape cart quickly and easily!,brainbuzz cannabis 2.0 reviews,https://www.youtube.com/watch?v=0skyo01WO88
Pen Mange,!Dela Dap,3,False,how to remove thc from your system!,the cannabis experts,https://www.youtube.com/watch?v=tQiYysatQJo
Pen Mange,!Dela Dap,4,False,microdosing cannabis,restart cbd + thc,https://www.youtube.com/watch?v=BcYTa_3c_JM
Pen Mange,!Dela Dap,5,False,what's the difference between hhc and thc? - distromike,distromike,https://www.youtube.com/watch?v=X1peAoxcbM8
Pen Mange,!Dela Dap,7,False,vape cartridge review two different batterys bio_deltalabs 94%,underground_reviews,https://www.youtube.com/watch?v=ZQ8ZrCLYR6s
Pen Mange,!Dela Dap,8,False,tolerance breaks are a scam!!,cewpins,https://www.youtube.com/watch?v=JTo2l0oNK50
Pen Mange,!Dela Dap,9,False,"delta 8 thc review, does it help with anxiety?",aj,https://www.youtube.com/watch?v=fWcKn7N_QXM
Sara,!Dela Dap,0,False,sara,deladap,https://www.youtube.com/watch?v=cNi4ZSHLtD8
Sara,!Dela Dap,2,False,dela dap (the song),deladap,https://www.youtube.com/watch?v=R2rW1jf9zBQ
Sara,!Dela Dap,3,False,lisa lisa,deladap,https://www.youtube.com/watch?v=KjJy5wc75j4
Sara,!Dela Dap,4,False,deladap - cherhaya,akın pamir,https://www.youtube.com/watch?v=xFvOmOdp0m4
Sara,!Dela Dap,5,False,cherhaya,deladap,https://www.youtube.com/watch?v=wVTeEqUKLLg
Sara,!Dela Dap,6,False,kaj tu salas,deladap,https://www.youtube.com/watch?v=isNBPj3DJZU
Sara,!Dela Dap,7,False,what is dap fertilizer? use & benefits of dap in plants ডিএপি সার কি? তার ব্যবহার বিধি ও উপকারিতা,green garden rbg,https://www.youtube.com/watch?v=MuzzE-7M6LI
Sara,!Dela Dap,9,False,imar aven,deladap,https://www.youtube.com/watch?v=Qa5biDQAI5I
Ave Shavo Sas,!Dela Dap,0,False,!deladap - ave shavo sas  (2006),panagiotis skamnakis,https://www.youtube.com/watch?v=JP8b9GHe2Ss
Ave Shavo Sas,!Dela Dap,1,False,ave shavo sas,deladap,https://www.youtube.com/watch?v=3Uead8C0z5I
Ave Shavo Sas,!Dela Dap,2,False,!deladap   ave shavo sas 2006,romani - popular music,https://www.youtube.com/watch?v=GyXVuk2Crlg
Ave Shavo Sas,!Dela Dap,5,False,dela dap (the song),deladap,https://www.youtube.com/watch?v=R2rW1jf9zBQ
Ave Shavo Sas,!Dela Dap,6,False,amaro shavo,deladap,https://www.youtube.com/watch?v=U5EbmIPQJPE
Ave Shavo Sas,!Dela Dap,9,False,so shunes,deladap,https://www.youtube.com/watch?v=j9QJbiX73F8
Amaro Shavo,!Dela Dap,0,False,amaro shavo,deladap,https://www.youtube.com/watch?v=U5EbmIPQJPE
Amaro Shavo,!Dela Dap,4,False,!deladap - ave shavo sas  (2006),panagiotis skamnakis,https://www.youtube.com/watch?v=JP8b9GHe2Ss
Amaro Shavo,!Dela Dap,6,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
Amaro Shavo,!Dela Dap,8,False,amaro shavo,cappu ccino,https://www.youtube.com/watch?v=c2sPZ9ptyq8
Lautlos feat. ?7 Hippies,!Dela Dap,0,False,!dela dap feat. 17 hippies  - lautlos,ваня,https://www.youtube.com/watch?v=t4T4lqMhryo
Lautlos feat. ?7 Hippies,!Dela Dap,1,False,lautlos - !deladap / 17 hippies,boneless,https://www.youtube.com/watch?v=8Rl6PY_tSFA
Lautlos feat. ?7 Hippies,!Dela Dap,4,False,cigani,deladap,https://www.youtube.com/watch?v=1dO0mr6jMV4
Lautlos feat. ?7 Hippies,!Dela Dap,5,False,gewoelbe vegesack - das geheimnis des alten gewoelbes (folge 7),gewoelbe vegesack,https://www.youtube.com/watch?v=Spvz6QSZduQ
Lautlos feat. ?7 Hippies,!Dela Dap,8,False,dirty jazz,deladap,https://www.youtube.com/watch?v=EeCg7gdzj-U
Lautlos feat. ?7 Hippies,!Dela Dap,9,False,gsillagok   17 hippies,ιωαννηςπτ,https://www.youtube.com/watch?v=9xSIDZSaJTY
Anna,!Conz,0,False,anna jobsz - showreel,bookings @talento.co.nz,https://www.youtube.com/watch?v=62eSPMyySkA
Anna,!Conz,1,False,anna & james champion freestyle (spotlights) final - ceroc auckland championships 2022,ceroc dance new zealand,https://www.youtube.com/watch?v=nJqw_o6LzR4
Anna,!Conz,5,False,budget 2023: political journalists anna whyte and luke malpass talk about the budget | stuff.co.nz,stuff,https://www.youtube.com/watch?v=CRBWhqnYv8s
Anna,!Conz,7,False,2 minute mayo! | anna maire eats,anna marie eats ,https://www.youtube.com/watch?v=wh5rRSaIrUQ
Anna,!Conz,8,False,former ferns star anna green 'still on cloud nine' after opener win,1news,https://www.youtube.com/watch?v=uq36GZfEcWM
Anna,!Conz,9,False,paralympics new zealand start your impossible stories: anna grimaldi,toyota new zealand,https://www.youtube.com/watch?v=JqJPxbV71Bw
Kaj Tu Salas,!Dela Dap,0,False,kaj tu salas,deladap,https://www.youtube.com/watch?v=isNBPj3DJZU
Kaj Tu Salas,!Dela Dap,1,False,deladap   kaj tu salas,romani - popular music,https://www.youtube.com/watch?v=ekJIp2zM_cc
Kaj Tu Salas,!Dela Dap,3,False,deladap!   kaj tu salas,romani - popular music,https://www.youtube.com/watch?v=x9UhPqcrT1Y
Kaj Tu Salas,!Dela Dap,7,False,georgian lessons 1-6,deladap,https://www.youtube.com/watch?v=84E36EVmI_k
Kaj Tu Salas,!Dela Dap,8,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
Dela Paji feat. Leonsia Erdenko,!Dela Dap,1,False,dela paji,deladap,https://www.youtube.com/watch?v=JwvMUkaVwug
Dela Paji feat. Leonsia Erdenko,!Dela Dap,6,False,skadero,deladap,https://www.youtube.com/watch?v=2aqPhq5A5UY
Dela Paji feat. Leonsia Erdenko,!Dela Dap,7,False,deladap - gi,no limit soul,https://www.youtube.com/watch?v=uf9O6AD2yEQ
Dela Paji feat. Leonsia Erdenko,!Dela Dap,8,False,deladap - georgian lesson,alen dzambic,https://www.youtube.com/watch?v=c3TATbrews8
Biav,!Dela Dap,0,False,biav,deladap,https://www.youtube.com/watch?v=LHI6u5RYyuQ
Biav,!Dela Dap,4,False,deladap - jeg tan,titjos1985,https://www.youtube.com/watch?v=1fagZ8FU-bs
Biav,!Dela Dap,5,False,amaro shavo,deladap,https://www.youtube.com/watch?v=U5EbmIPQJPE
Switch It Up,!Dris,2,False,jamie puts a school teacher in his place [ top boy ] s3ep2,kane will,https://www.youtube.com/watch?v=wMb_NVgwo3A
Switch It Up,!Dris,3,False,jamie helps out his little brother stefan | top boy,chief,https://www.youtube.com/watch?v=r6-4F_cET_g
Switch It Up,!Dris,4,False,top boy | the modie story,still watching netflix,https://www.youtube.com/watch?v=5m8aUmqjop4
Switch It Up,!Dris,5,False,"the fanatix (feat. idris elba, lil tjay, davido, koffee & moelogo) - vroom (from gran t...",fanatix online,https://www.youtube.com/watch?v=1HnWp65QZMk
Switch It Up,!Dris,6,False,blue story - mall scene [hd],endz,https://www.youtube.com/watch?v=5cs0-oDZTWo
Switch It Up,!Dris,7,False,top boy season 4 - chaash kills khrito for being a snake,dr exclusives ,https://www.youtube.com/watch?v=hOG0vFvUgsE
Switch It Up,!Dris,8,False,topboy mall scene,yn cardone,https://www.youtube.com/watch?v=RjbkhC5ZYPc
Willie Lynch,!Dris,1,False,rayo wolfgang-----the willy lynch letter/1712,strongside gym,https://www.youtube.com/watch?v=vMu6C2kVX1c
Willie Lynch,!Dris,3,False,final appearance of ena sharples in coronation street (2 april 1980),lewis pringle,https://www.youtube.com/watch?v=txYMufqjCs8
Willie Lynch,!Dris,5,False,captain america: brave new world | official trailer,marvel entertainment,https://www.youtube.com/watch?v=1pHDWnXmK7Y
Willie Lynch,!Dris,7,False,people who lost it on family feud!,celeb lounge,https://www.youtube.com/watch?v=Z6FU6yn2M70
They Got Us,!Dris,1,False,"doris day - que sera, sera [lyrics]",buciudeculufilm,https://www.youtube.com/watch?v=CcWbZUgymkw
They Got Us,!Dris,3,False,"""i grew up in the ghetto"" - actress doris simon | showing at 6pm nigerian time today",biola adebayo ent.,https://www.youtube.com/watch?v=gbx4fjknS88
They Got Us,!Dris,4,False,captain america: brave new world | official trailer,marvel entertainment,https://www.youtube.com/watch?v=1pHDWnXmK7Y
They Got Us,!Dris,5,False,dirty rotten imbeciles (d.r.i.) - they don't care,vinnechi petaccio (vrocks pit),https://www.youtube.com/watch?v=bZP9qdNuonU
They Got Us,!Dris,6,False,doris won't make salad | gavin & stacey | bbc,bbc studios,https://www.youtube.com/watch?v=SLU4O5YqpQc
They Got Us,!Dris,9,False,doris day - dream a little dream of me,mohamed farouk,https://www.youtube.com/watch?v=h7j8wa9sWOE
Wild Card,!Ntell!Gent Des!Gn| DJ Shoba,0,True,wild card,!ntell!gent des!gn - topic,https://www.youtube.com/watch?v=R6rkIrx4dZ4
December,!distain,0,False,!distain - december,distainvideo,https://www.youtube.com/watch?v=AqHG4i3DXkI
December,!distain,9,False,!distain - gunfires,distainvideo,https://www.youtube.com/watch?v=sLVyUSLwOC8
!Dela Dap - The Song,!Dela Dap,0,False,dela dap (the song),deladap,https://www.youtube.com/watch?v=R2rW1jf9zBQ
!Dela Dap - The Song,!Dela Dap,2,False,millaj,deladap,https://www.youtube.com/watch?v=h9vLxZOJeAo
!Dela Dap - The Song,!Dela Dap,3,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
!Dela Dap - The Song,!Dela Dap,4,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
!Dela Dap - The Song,!Dela Dap,5,False,!deladap - zsa manca,iloveuniquemusic,https://www.youtube.com/watch?v=5HK01iehGLI
!Dela Dap - The Song,!Dela Dap,8,False,deladap - dirty jazz [official audio],deladap,https://www.youtube.com/watch?v=Z0M_bCSOtVU
!Dela Dap - The Song,!Dela Dap,9,False,deladap & wolfgang lohr feat. melinda stoika - make swing great again,wolfgang lohr,https://www.youtube.com/watch?v=OoH4UbRPD4s
So Shunes,!Dela Dap,0,False,so shunes,deladap,https://www.youtube.com/watch?v=j9QJbiX73F8
So Shunes,!Dela Dap,9,False,born to shine lyrics – diljit dosanjh |amrit maan | latest punjabi song,lyricsbag,https://www.youtube.com/watch?v=chmAxyFIVGY
You Dont Know My Name,!Creekside,0,True,you dont know my name,creekside - topic,https://www.youtube.com/watch?v=F-9Spf9SdUQ
You Dont Know My Name,!Creekside,1,True,you dont know my name,creekside - topic,https://www.youtube.com/watch?v=q5o1pkiLuy0
You Dont Know My Name,!Creekside,2,True,green day,creekside - topic,https://www.youtube.com/watch?v=1Mk_QpHtB3g
You Dont Know My Name,!Creekside,3,False,"first grade, first grade - kindergarten graduation song",evt kids,https://www.youtube.com/watch?v=Jptm2b3PEIs
You Dont Know My Name,!Creekside,4,False,lukas graham - 7 years (lyrics),vibe music,https://www.youtube.com/watch?v=AGShYg_Mz_c
Ready 4 Me,!Dris,1,False,kay flock - is ya ready (shot by klo vizionz),kay flock,https://www.youtube.com/watch?v=gGJS8W9emac
Ready 4 Me,!Dris,2,False,die for you,the weeknd,https://www.youtube.com/watch?v=QLCpqdqeoII
Ready 4 Me,!Dris,3,False,rihanna - shut up and drive,rihanna,https://www.youtube.com/watch?v=up7pvPqNkuU
Ready 4 Me,!Dris,5,False,the weeknd - die for you,the weeknd,https://www.youtube.com/watch?v=uPD0QOGTmMI
Ready 4 Me,!Dris,6,False,the weeknd - die for you (lyrics),latinhype,https://www.youtube.com/watch?v=CVw7iulcI98
Ready 4 Me,!Dris,8,False,topboy mall scene,yn cardone,https://www.youtube.com/watch?v=RjbkhC5ZYPc
Destinys Love Song  (Destinys Child Tribute),!Creekside,0,True,destinys love song (destinys child tribute),creekside - topic,https://www.youtube.com/watch?v=2XQIh2oEEX4
Destinys Love Song  (Destinys Child Tribute),!Creekside,4,False,miller grove middle school festival 2013 2 of 3,freddie batey,https://www.youtube.com/watch?v=nbCpfl3YXL0
Destinys Love Song  (Destinys Child Tribute),!Creekside,5,False,3-year-old national anthem singer drake grillo,syracuse orange,https://www.youtube.com/watch?v=txSuj0GJT90
Angelo (Radio Edit),!Dela Dap,1,False,deladap - crazy swing ft. m. stoika - radio edit [official audio],deladap,https://www.youtube.com/watch?v=X3qLUbihtp4
Angelo (Radio Edit),!Dela Dap,6,False,deladap - go go [official audio],deladap,https://www.youtube.com/watch?v=si4RZrWBgLU
Angelo (Radio Edit),!Dela Dap,8,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Me Kamav Tu,!Dela Dap,0,False,deladap - me kamav tu,marta fuego,https://www.youtube.com/watch?v=luSme-pNK1M
Me Kamav Tu,!Dela Dap,1,True,!deladap - me kamav tu,a,https://www.youtube.com/watch?v=_g8mEeY5QFI
Me Kamav Tu,!Dela Dap,2,False,me kamav tu,deladap,https://www.youtube.com/watch?v=2yRQ3m81UKA
Me Kamav Tu,!Dela Dap,4,False,zsa manca,deladap,https://www.youtube.com/watch?v=5VGRQAOAgG0
Me Kamav Tu,!Dela Dap,5,False,!deladap - zsa manca,iloveuniquemusic,https://www.youtube.com/watch?v=5HK01iehGLI
Me Kamav Tu,!Dela Dap,6,False,aaliyah - try again / !deladap - me kamav tu | mashup,rare gems,https://www.youtube.com/watch?v=TfGvlvthTWI
Me Kamav Tu,!Dela Dap,7,False,deladap - milaij,csillautarea,https://www.youtube.com/watch?v=Jg_fPGhypyQ
Me Kamav Tu,!Dela Dap,8,False,!deladap - angelo,efmedia light,https://www.youtube.com/watch?v=7C6fQpm5iwc
Me Kamav Tu,!Dela Dap,9,False,deladap-goldreggen,maría fernanda,https://www.youtube.com/watch?v=L9OvdZYjdnQ
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,1,False,deladap - skyrocket - rejazzed [official audio],deladap,https://www.youtube.com/watch?v=ulc5RiIgm_M
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,2,False,intro,deladap,https://www.youtube.com/watch?v=fwRE2HeAukQ
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,5,False,deladap - merry go round - rejazzed,deladap,https://www.youtube.com/watch?v=n4bKhTVLiPM
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,6,False,deladap - i do ft m. stoika [official audio],deladap,https://www.youtube.com/watch?v=KpmERboql84
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,7,False,deladap - crazy swing - rejazzed [official audio],deladap,https://www.youtube.com/watch?v=kfN_3BC-uAI
Goldregen (N.O.H.A.-Mix / Extended-Club-Version),!Dela Dap,8,False,deladap let´s go inside [official audio],deladap,https://www.youtube.com/watch?v=nIzPMtkPdnY
Na Na Na,!a!,2,False,nanana (feat. sky-hi),b.i,https://www.youtube.com/watch?v=WqppkcdxDHo
Na Na Na,!a!,3,False,akon - right now na na na (lyrics),cakes & eclairs,https://www.youtube.com/watch?v=7ixTSPHMqaQ
Na Na Na,!a!,4,False,peggy gou - (it goes like) nanana,david dean burkhart,https://www.youtube.com/watch?v=KnBdf559ofQ
Na Na Na,!a!,7,False,[릴레이댄스] got7(갓세븐) - nanana (4k),m2,https://www.youtube.com/watch?v=k5k6G8doNdQ
Na Na Na,!a!,8,False,num-așa m-alintă nana!,mihaela sultan - topic,https://www.youtube.com/watch?v=Rrvfwaf8KV0
Anything,!a!,0,False,anything a anything,gaza slim - topic,https://www.youtube.com/watch?v=Xcc29uwRfdM
Anything,!a!,1,False,anything a anything - vybz kartel ft. gaza slim w/ lyrics,yucravekathyx3,https://www.youtube.com/watch?v=pnI9_6j-eq4
Anything,!a!,2,False,adrianne lenker - anything (lyrics),birp!,https://www.youtube.com/watch?v=ZdQ2QCCRfLc
Anything,!a!,4,False,anything a anything,kalash972,https://www.youtube.com/watch?v=QNeU-K23R_0
Anything,!a!,5,False,chronic law - anything a anything,chronic law 1lawofficial,https://www.youtube.com/watch?v=gGdEHuqHSyQ
Anything,!a!,6,False,anything-a-anything (feat. ward 21),elephant man,https://www.youtube.com/watch?v=JQWjjz9L4Nw
Anything,!a!,7,False,anything a anything,tommy lee sparta,https://www.youtube.com/watch?v=pc3UX4nht1Q
Anything,!a!,9,False,anything a anything,nana - topic,https://www.youtube.com/watch?v=aBaAdPZQiZg
Loser,!NTELLIGENT Electro Pop,0,False,pop is for losers - ai generated music,mewzik,https://www.youtube.com/watch?v=t7xLPAaXfOw
Loser,!NTELLIGENT Electro Pop,2,False,▶[house] ★ gaglianone - loser,amazing gaming music,https://www.youtube.com/watch?v=U1S-JIIE1CI
Loser,!NTELLIGENT Electro Pop,4,False,loser,codename sugar - topic,https://www.youtube.com/watch?v=1z3yKMgTdfQ
